1	1.278123
2	1.509727
3	1.609180
4	1.674400
5	1.722017
6	1.758977
7	1.788830
8	1.813627
9	1.834657
10	1.852784
11	1.868610
12	1.882574
13	1.895001
14	1.906144
15	1.916199
16	1.925322
17	1.933639
18	1.941255
19	1.948254
20	1.954709
21	1.960680
22	1.966219
23	1.971370
24	1.976172
25	1.980657
26	1.984856
27	1.988792
28	1.992490
29	1.995969
30	1.999246
31	2.002338
32	2.005259
33	2.008021
34	2.010637
35	2.013117
36	2.015470
37	2.017705
38	2.019829
39	2.021851
40	2.023775
41	2.025610
42	2.027360
43	2.029029
44	2.030624
45	2.032149
46	2.033607
47	2.035002
48	2.036337
49	2.037617
50	2.038843
51	2.040019
52	2.041148
53	2.042231
54	2.043271
55	2.044270
56	2.045231
57	2.046155
58	2.047044
59	2.047899
60	2.048723
61	2.049516
62	2.050280
63	2.051016
64	2.051726
65	2.052411
66	2.053072
67	2.053709
68	2.054324
69	2.054919
70	2.055493
71	2.056047
72	2.056583
73	2.057101
74	2.057602
75	2.058086
76	2.058555
77	2.059009
78	2.059448
79	2.059873
80	2.060284
81	2.060683
82	2.061069
83	2.061443
84	2.061805
85	2.062157
86	2.062497
87	2.062828
88	2.063148
89	2.063459
90	2.063761
91	2.064054
92	2.064338
93	2.064613
94	2.064881
95	2.065141
96	2.065394
97	2.065639
98	2.065878
99	2.066110
100	2.066335
101	2.066554
102	2.066766
103	2.066973
104	2.067175
105	2.067370
106	2.067561
107	2.067746
108	2.067926
109	2.068102
110	2.068272
111	2.068439
112	2.068600
113	2.068758
114	2.068911
115	2.069061
116	2.069206
117	2.069348
118	2.069486
119	2.069621
120	2.069752
121	2.069880
122	2.070005
123	2.070126
124	2.070245
125	2.070360
126	2.070473
127	2.070583
128	2.070690
129	2.070794
130	2.070896
131	2.070996
132	2.071093
133	2.071188
134	2.071280
135	2.071371
136	2.071459
137	2.071545
138	2.071629
139	2.071711
140	2.071791
141	2.071869
142	2.071946
143	2.072020
144	2.072093
145	2.072165
146	2.072234
147	2.072302
148	2.072369
149	2.072434
150	2.072497
151	2.072560
152	2.072620
153	2.072680
154	2.072738
155	2.072795
156	2.072850
157	2.072904
158	2.072958
159	2.073010
160	2.073060
161	2.073110
162	2.073159
163	2.073207
164	2.073253
165	2.073299
166	2.073343
167	2.073387
168	2.073430
169	2.073472
170	2.073513
171	2.073553
172	2.073592
173	2.073631
174	2.073669
175	2.073706
176	2.073742
177	2.073777
178	2.073812
179	2.073846
180	2.073879
181	2.073912
182	2.073944
183	2.073975
184	2.074006
185	2.074036
186	2.074066
187	2.074095
188	2.074123
189	2.074151
190	2.074178
191	2.074205
192	2.074231
193	2.074257
194	2.074282
195	2.074307
196	2.074331
197	2.074355
198	2.074378
199	2.074401
200	2.074423
201	2.074445
202	2.074467
203	2.074488
204	2.074509
205	2.074530
206	2.074550
207	2.074569
208	2.074589
209	2.074607
210	2.074626
211	2.074644
212	2.074662
213	2.074680
214	2.074697
215	2.074714
216	2.074731
217	2.074747
218	2.074763
219	2.074779
220	2.074794
221	2.074810
222	2.074825
223	2.074839
224	2.074854
225	2.074868
226	2.074882
227	2.074895
228	2.074909
229	2.074922
230	2.074935
231	2.074948
232	2.074961
233	2.074973
234	2.074985
235	2.074997
236	2.075009
237	2.075020
238	2.075031
239	2.075043
240	2.075054
241	2.075064
242	2.075075
243	2.075085
244	2.075095
245	2.075105
246	2.075115
247	2.075125
248	2.075135
249	2.075144
250	2.075153
251	2.075162
252	2.075171
253	2.075180
254	2.075189
255	2.075197
256	2.075205
257	2.075214
258	2.075222
259	2.075230
