1	1.124326
2	1.518745
3	1.634068
4	1.700655
5	1.744214
6	1.774667
7	1.796881
8	1.813575
9	1.826401
10	1.836426
11	1.844369
12	1.850733
13	1.855881
14	1.860077
15	1.863522
16	1.866367
17	1.868729
18	1.870698
19	1.872348
20	1.873735
21	1.874906
22	1.875897
23	1.876738
24	1.877454
25	1.878065
26	1.878587
27	1.879036
28	1.879421
29	1.879753
30	1.880039
31	1.880287
32	1.880502
33	1.880689
34	1.880851
35	1.880993
36	1.881117
37	1.881225
38	1.881320
39	1.881403
40	1.881477
41	1.881542
42	1.881599
43	1.881649
44	1.881694
45	1.881734
46	1.881770
47	1.881801
48	1.881829
49	1.881855
50	1.881877
51	1.881898
52	1.881916
53	1.881932
54	1.881947
55	1.881960
56	1.881972
57	1.881983
58	1.881993
59	1.882002
60	1.882010
61	1.882017
62	1.882024
63	1.882030
64	1.882036
65	1.882041
66	1.882046
67	1.882050
68	1.882054
69	1.882057
70	1.882061
71	1.882064
72	1.882066
73	1.882069
74	1.882071
75	1.882073
76	1.882075
77	1.882077
78	1.882079
79	1.882080
80	1.882082
81	1.882083
82	1.882084
83	1.882086
84	1.882087
85	1.882087
86	1.882088
87	1.882089
88	1.882090
89	1.882091
90	1.882091
91	1.882092
92	1.882092
93	1.882093
94	1.882093
95	1.882094
96	1.882094
97	1.882095
98	1.882095
99	1.882095
100	1.882096
101	1.882096
102	1.882096
103	1.882096
104	1.882096
105	1.882097
106	1.882097
107	1.882097
108	1.882097
109	1.882097
110	1.882097
111	1.882098
112	1.882098
113	1.882098
114	1.882098
115	1.882098
