1	1.479639
2	1.707969
3	1.810652
4	1.877984
5	1.927107
6	1.965206
7	1.995953
8	2.021472
9	2.043098
10	2.061722
11	2.077969
12	2.092291
13	2.105027
14	2.116436
15	2.126722
16	2.136046
17	2.144538
18	2.152305
19	2.159437
20	2.166008
21	2.172079
22	2.177705
23	2.182931
24	2.187797
25	2.192337
26	2.196581
27	2.200556
28	2.204285
29	2.207788
30	2.211085
31	2.214191
32	2.217121
33	2.219888
34	2.222504
35	2.224981
36	2.227328
37	2.229553
38	2.231665
39	2.233672
40	2.235580
41	2.237396
42	2.239125
43	2.240773
44	2.242344
45	2.243843
46	2.245274
47	2.246641
48	2.247947
49	2.249196
50	2.250391
51	2.251535
52	2.252631
53	2.253681
54	2.254687
55	2.255652
56	2.256578
57	2.257466
58	2.258319
59	2.259138
60	2.259925
61	2.260682
62	2.261409
63	2.262109
64	2.262782
65	2.263430
66	2.264053
67	2.264654
68	2.265232
69	2.265789
70	2.266326
71	2.266844
72	2.267343
73	2.267825
74	2.268289
75	2.268738
76	2.269170
77	2.269588
78	2.269991
79	2.270380
80	2.270757
81	2.271120
82	2.271471
83	2.271811
84	2.272139
85	2.272457
86	2.272764
87	2.273060
88	2.273348
89	2.273626
90	2.273895
91	2.274155
92	2.274407
93	2.274651
94	2.274888
95	2.275117
96	2.275338
97	2.275553
98	2.275761
99	2.275963
100	2.276159
101	2.276348
102	2.276532
103	2.276711
104	2.276883
105	2.277051
106	2.277214
107	2.277372
108	2.277525
109	2.277673
110	2.277817
111	2.277957
112	2.278093
113	2.278225
114	2.278353
115	2.278478
116	2.278599
117	2.278716
118	2.278830
119	2.278941
120	2.279048
121	2.279153
122	2.279255
123	2.279353
124	2.279449
125	2.279543
126	2.279634
127	2.279722
128	2.279808
129	2.279891
130	2.279972
131	2.280051
132	2.280128
133	2.280203
134	2.280275
135	2.280346
136	2.280415
137	2.280482
138	2.280547
139	2.280611
140	2.280672
141	2.280733
142	2.280791
143	2.280848
144	2.280904
145	2.280958
146	2.281011
147	2.281062
148	2.281112
149	2.281161
150	2.281208
151	2.281255
152	2.281300
153	2.281344
154	2.281387
155	2.281428
156	2.281469
157	2.281509
158	2.281547
159	2.281585
160	2.281622
161	2.281658
162	2.281693
163	2.281727
164	2.281760
165	2.281793
166	2.281825
167	2.281856
168	2.281886
169	2.281915
170	2.281944
171	2.281972
172	2.281999
173	2.282026
174	2.282052
175	2.282078
176	2.282103
177	2.282127
178	2.282151
179	2.282174
180	2.282197
181	2.282219
182	2.282240
183	2.282261
184	2.282282
185	2.282302
186	2.282322
187	2.282341
188	2.282360
189	2.282378
190	2.282396
191	2.282414
192	2.282431
193	2.282447
194	2.282464
195	2.282480
196	2.282496
197	2.282511
198	2.282526
199	2.282540
200	2.282555
201	2.282569
202	2.282583
203	2.282596
204	2.282609
205	2.282622
206	2.282634
207	2.282647
208	2.282659
209	2.282670
210	2.282682
211	2.282693
212	2.282704
213	2.282715
214	2.282726
215	2.282736
216	2.282746
217	2.282756
218	2.282766
219	2.282775
220	2.282784
221	2.282794
222	2.282803
223	2.282811
224	2.282820
225	2.282828
226	2.282837
227	2.282845
228	2.282853
229	2.282860
230	2.282868
231	2.282875
232	2.282883
233	2.282890
234	2.282897
235	2.282904
236	2.282910
237	2.282917
238	2.282923
239	2.282930
240	2.282936
241	2.282942
242	2.282948
243	2.282954
244	2.282959
245	2.282965
246	2.282971
247	2.282976
248	2.282981
249	2.282986
250	2.282992
251	2.282997
252	2.283001
253	2.283006
254	2.283011
255	2.283016
256	2.283020
257	2.283025
258	2.283029
259	2.283033
260	2.283037
261	2.283042
262	2.283046
263	2.283050
264	2.283054
265	2.283057
266	2.283061
267	2.283065
268	2.283069
269	2.283072
270	2.283076
271	2.283079
272	2.283082
273	2.283086
274	2.283089
275	2.283092
276	2.283095
277	2.283098
278	2.283101
279	2.283104
280	2.283107
281	2.283110
282	2.283113
283	2.283116
284	2.283119
285	2.283121
286	2.283124
287	2.283126
288	2.283129
289	2.283131
290	2.283134
291	2.283136
292	2.283139
293	2.283141
294	2.283143
295	2.283146
296	2.283148
297	2.283150
298	2.283152
299	2.283154
300	2.283156
301	2.283158
302	2.283160
303	2.283162
304	2.283164
305	2.283166
306	2.283168
307	2.283170
308	2.283171
309	2.283173
310	2.283175
311	2.283177
312	2.283178
313	2.283180
314	2.283182
315	2.283183
316	2.283185
317	2.283186
318	2.283188
319	2.283189
320	2.283191
321	2.283192
322	2.283194
323	2.283195
324	2.283197
325	2.283198
326	2.283199
327	2.283201
328	2.283202
329	2.283203
330	2.283204
331	2.283206
332	2.283207
333	2.283208
334	2.283209
335	2.283210
336	2.283211
337	2.283213
338	2.283214
339	2.283215
340	2.283216
341	2.283217
342	2.283218
343	2.283219
344	2.283220
345	2.283221
346	2.283222
347	2.283223
348	2.283224
349	2.283225
350	2.283226
351	2.283227
352	2.283227
353	2.283228
354	2.283229
355	2.283230
356	2.283231
357	2.283232
358	2.283232
359	2.283233
360	2.283234
361	2.283235
362	2.283236
363	2.283236
364	2.283237
365	2.283238
366	2.283238
367	2.283239
368	2.283240
369	2.283241
370	2.283241
371	2.283242
372	2.283243
373	2.283243
374	2.283244
375	2.283244
376	2.283245
377	2.283246
378	2.283246
379	2.283247
380	2.283247
381	2.283248
382	2.283249
383	2.283249
384	2.283250
385	2.283250
386	2.283251
387	2.283251
388	2.283252
389	2.283252
390	2.283253
391	2.283253
392	2.283254
393	2.283254
394	2.283255
395	2.283255
396	2.283256
397	2.283256
398	2.283256
399	2.283257
400	2.283257
401	2.283258
402	2.283258
403	2.283259
404	2.283259
405	2.283259
406	2.283260
407	2.283260
408	2.283260
409	2.283261
410	2.283261
411	2.283262
412	2.283262
413	2.283262
414	2.283263
415	2.283263
416	2.283263
417	2.283264
418	2.283264
419	2.283264
420	2.283265
421	2.283265
422	2.283265
423	2.283266
424	2.283266
425	2.283266
426	2.283266
427	2.283267
428	2.283267
429	2.283267
430	2.283268
431	2.283268
432	2.283268
433	2.283268
434	2.283269
435	2.283269
436	2.283269
437	2.283269
438	2.283270
439	2.283270
440	2.283270
441	2.283270
442	2.283271
443	2.283271
444	2.283271
445	2.283271
446	2.283271
447	2.283272
448	2.283272
449	2.283272
450	2.283272
451	2.283272
452	2.283273
453	2.283273
454	2.283273
455	2.283273
456	2.283273
457	2.283274
458	2.283274
459	2.283274
460	2.283274
461	2.283274
462	2.283275
463	2.283275
464	2.283275
465	2.283275
466	2.283275
467	2.283275
468	2.283276
469	2.283276
470	2.283276
471	2.283276
472	2.283276
473	2.283276
474	2.283276
475	2.283277
476	2.283277
477	2.283277
478	2.283277
479	2.283277
480	2.283277
481	2.283277
482	2.283278
483	2.283278
484	2.283278
485	2.283278
486	2.283278
487	2.283278
488	2.283278
489	2.283278
490	2.283279
491	2.283279
492	2.283279
493	2.283279
494	2.283279
495	2.283279
496	2.283279
497	2.283279
498	2.283279
499	2.283279
500	2.283280
501	2.283280
502	2.283280
503	2.283280
504	2.283280
505	2.283280
506	2.283280
507	2.283280
508	2.283280
509	2.283280
510	2.283281
511	2.283281
512	2.283281
513	2.283281
514	2.283281
515	2.283281
516	2.283281
517	2.283281
518	2.283281
519	2.283281
520	2.283281
521	2.283281
522	2.283281
523	2.283282
524	2.283282
525	2.283282
526	2.283282
527	2.283282
528	2.283282
529	2.283282
530	2.283282
531	2.283282
532	2.283282
533	2.283282
534	2.283282
535	2.283282
536	2.283282
537	2.283282
538	2.283283
539	2.283283
540	2.283283
541	2.283283
542	2.283283
543	2.283283
544	2.283283
545	2.283283
546	2.283283
547	2.283283
548	2.283283
549	2.283283
550	2.283283
